item_id,title,author,fs_is_favorite,fs_highlight_entries_with_text,li_exists,li_item_type,li_is_favorite,cnt_total,cnt_hi_text_rows,ing_files_total,ing_files_completed,index_state,file_reports,external_meta,external_edges,keep_reasons,delete_candidate
1764933865893,Devrim Uzerine,Hannah Arendt,True,19,1,BOOK,1,20,19,0,0,1,0,1,4,favorite|highlight_or_insight_text,False
1771628448295,Din Uzerine,Schopenhauer,True,24,1,BOOK,0,199,24,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764934710979,Düşüş,Albert Camus,True,13,1,BOOK,1,14,13,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1763947192247bessrszyi,Esir Şehrin İnsanları (Esir Şehir Üçlemesi 1.Kitap),Kemal Tahir,True,21,1,BOOK,1,22,21,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1771538039683,Fakir Sanat,Leo Bersani,True,12,1,BOOK,0,207,12,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764936374421,Felsefenin tesellisi,Alain De Botton,True,13,1,BOOK,1,14,13,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764936732583,Felsefi inanç,Karl Jaspers,True,7,1,BOOK,1,8,7,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764936870901,Felsefi Izlenimler,Taner Timur,True,22,1,BOOK,1,23,22,0,0,1,0,1,2,favorite|highlight_or_insight_text,False
1771595871922,Gercek Mutlulugun Metafizigi,Alain Badiou,True,8,1,BOOK,0,109,8,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764937290669,Ham Toprak,Ivan Sergeevich Turgenev,True,6,1,BOOK,1,7,6,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764937643938,Hamlet,William Shakespeare,True,12,1,BOOK,1,13,12,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1763947211261crxbi5q37,Havva'nın Üç Kızı,Elif Safak,True,7,1,BOOK,1,8,7,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1771630657388,Hayata Bakışım,Bertrand Russell,True,10,1,BOOK,0,60,10,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1763847685234,Hayatın Anlamı,Terry Eagleton,True,41,1,BOOK,1,42,41,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1771629445701,Hayatın Anlamı Üzerine,Arthur Schopenhauer,True,22,1,BOOK,0,114,22,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764938291659,Her Yönüyle Klasik Mitoloji,Nancy Conner,True,21,1,BOOK,1,22,21,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1763947192884s1obi7m9k,İslam Felsefesi Üzerine,Ahmet Arslan,True,67,1,BOOK,0,402,67,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1771601298924,İslam Sosyolojisi,Ali Şeriati,True,58,1,BOOK,0,199,58,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764939394415,Kadin ve Bedeni,Altan Kar - Yasemin Inceoglu,True,11,1,BOOK,1,12,11,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764938831636,Kadın antropolojisi,Rayna R.. Reiter,True,20,1,BOOK,1,21,20,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764939813639,Karilar Kogusu,Kemal Tahir,True,15,1,BOOK,1,16,15,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764940146226,Kaygi Kavrami - Hasan Ali Yücel Klasikleri,Søren Kierkegaard,True,6,1,BOOK,1,7,6,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1771631518661,Klasik Sosyoloji,Bryan S. Turner,True,71,1,BOOK,0,509,71,1,1,1,0,1,0,favorite|highlight_or_insight_text|ingested_file_present,False
1764940927073,Komünist Manifesto,Karl Marx,True,12,1,BOOK,1,13,12,0,0,1,0,1,3,favorite|highlight_or_insight_text,False
1764941183071,Kral Lear,William Shakespeare,True,13,1,BOOK,1,14,13,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764940361803,Kırk Ambar 2,Cemil Meriç,True,8,1,BOOK,1,9,8,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764940711769,Kırmızı ve Siyah,Stendhal (Henri Beyle ),True,6,1,BOOK,1,7,6,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1763947189977x5jlej12u,Leviathan,Thomas Hobbes,True,30,1,BOOK,1,521,30,1,1,1,0,1,1,favorite|highlight_or_insight_text|ingested_file_present,False
1764981785856,Macbeth,William Shakespeare,True,10,1,BOOK,1,11,10,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764983072479,Medeniyet Tarihi 2,Ali Seriati,True,36,1,BOOK,1,37,36,0,0,1,0,1,4,favorite|highlight_or_insight_text,False
1764982446009,Medeniyet Tarihi I,Ali Seriati,True,20,1,BOOK,1,21,20,0,0,1,0,1,0,favorite|highlight_or_insight_text,False
1763848724751,Siddet Uzerine Secme Eserler 6,Hannah Arendt,True,10,1,BOOK,1,11,10,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1763848417259,Tanrı'nın Ölümü ve Kültür,TERRY EAGLETON,True,19,1,BOOK,1,20,19,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
1764932815009,Çivisi Çıkmış Dünya,Amin Maalouf,True,7,1,BOOK,1,8,7,0,0,1,0,0,0,favorite|highlight_or_insight_text,False
